134
,org.joda.time.DateTime,org.joda.time.format.DateTimePrinter,org.joda.time.DateTimeField,org.joda.time.ReadableDateTime,org.joda.time.property.DateTimeFieldProperty,org.joda.time.DateTimeZone,org.joda.time.Chronology,org.joda.time.format.ISODateTimeFormat,org.joda.time.ReadableInstant,org.joda.time.format.DateTimeFormatter,org.joda.time.AbstractDateTime,org.joda.time.field.ImpreciseDateTimeField,org.joda.time.DurationField,org.joda.time.field.AbstractDurationField,org.joda.time.field.FieldUtils,org.joda.time.field.AbstractDateTimeField,org.joda.time.chrono.AbstractGJChronology,org.joda.time.chrono.AssembledChronology,org.joda.time.chrono.GJEraDateTimeField,org.joda.time.chrono.GJYearDateTimeField,org.joda.time.field.PreciseDurationField,org.joda.time.chrono.GJWeekyearDateTimeField,org.joda.time.field.MillisDurationField,org.joda.time.chrono.GJWeekOfWeekyearDateTimeField,org.joda.time.field.DividedDateTimeField,org.joda.time.field.OffsetDateTimeField,org.joda.time.field.PreciseDateTimeField,org.joda.time.field.RemainderDateTimeField,org.joda.time.field.NonZeroDateTimeField,org.joda.time.chrono.GJMonthOfYearDateTimeField,org.joda.time.chrono.GJLocaleSymbols,org.joda.time.chrono.GJDayOfWeekDateTimeField,org.joda.time.chrono.GJDayOfYearDateTimeField,org.joda.time.chrono.GJYearOfEraDateTimeField,org.joda.time.chrono.GJDayOfMonthDateTimeField,org.joda.time.ReadableInterval,org.joda.time.MutableInterval,org.joda.time.Interval,org.joda.time.Duration,org.joda.time.Instant,org.joda.time.field.UnsupportedDateTimeField,org.joda.time.field.UnsupportedDurationField,org.joda.time.convert.ReadableInstantConverter,org.joda.time.convert.AbstractConverter,org.joda.time.chrono.ISOChronology,org.joda.time.convert.InstantConverter,org.joda.time.chrono.LimitChronology,org.joda.time.field.DecoratedDateTimeField,org.joda.time.AbstractInstant,org.joda.time.field.DecoratedDurationField,org.joda.time.MutableDateTime,org.joda.time.convert.ConverterManager,org.joda.time.format.DateTimeFormat,org.joda.time.format.DurationFormatter,org.joda.time.format.DurationPrinter,org.joda.time.format.DurationParser,org.joda.time.TimeOnly,org.joda.time.DateOnly,org.joda.time.AbstractPartialInstant,org.joda.time.field.PreciseDurationDateTimeField,org.joda.time.DateTimeComparator,org.joda.time.convert.Converter,org.joda.time.field.StrictDateTimeField,org.joda.time.field.LenientDateTimeField,org.joda.time.field.DelegatedDateTimeField,org.joda.time.field.ScaledDurationField,org.joda.time.tz.DefaultNameProvider,org.joda.time.tz.NameProvider,org.joda.time.chrono.StrictChronology,org.joda.time.property.TimeOnlyFieldProperty,org.joda.time.format.DateTimeParserBucket,org.joda.time.format.DateTimeParser,org.joda.time.format.DateTimeFormatterBuilder,org.joda.time.ReadWritableInstant,org.joda.time.ReadableDuration,org.joda.time.chrono.LenientChronology,org.joda.time.property.ReadWritableInstantFieldProperty,org.joda.time.ReadWritableDateTime,org.joda.time.convert.DurationConverter,org.joda.time.chrono.GregorianChronology,org.joda.time.chrono.ZonedChronology,org.joda.time.chrono.ISOYearOfEraDateTimeField,org.joda.time.tz.CachedDateTimeZone,org.joda.time.tz.ZoneInfoProvider,org.joda.time.tz.Provider,org.joda.time.tz.ZoneInfoCompiler,org.joda.time.tz.DateTimeZoneBuilder,org.joda.time.tz.FixedDateTimeZone,org.joda.time.PartialInstant,org.joda.time.chrono.AbstractChronology,org.joda.time.convert.StringConverter,org.joda.time.MutableDuration,org.joda.time.ReadWritableDuration,org.joda.time.ReadWritableInterval,org.joda.time.DurationType,org.joda.time.format.ISODurationFormat,org.joda.time.convert.IntervalConverter,org.joda.time.format.DurationFormatter[],org.joda.time.format.DurationFormatterBuilder,org.joda.time.format.AbstractDateTimeFormatter,org.joda.time.format.FormatUtils,org.joda.time.chrono.CopticYearDateTimeField,org.joda.time.chrono.JulianChronology[],org.joda.time.convert.ReadableIntervalConverter,org.joda.time.AbstractDuration,org.joda.time.format.DurationFormat,org.joda.time.chrono.GregorianChronology[],org.joda.time.chrono.BuddhistEraDateTimeField,org.joda.time.chrono.CopticEraDateTimeField,org.joda.time.convert.CalendarConverter,org.joda.time.chrono.JulianChronology,org.joda.time.chrono.GJChronology,org.joda.time.chrono.BuddhistChronology,org.joda.time.convert.LongConverter,org.joda.time.convert.PartialInstantConverter,org.joda.time.convert.ConverterSet,org.joda.time.convert.ReadableDurationConverter,org.joda.time.convert.DateConverter,org.joda.time.chrono.CopticMonthOfYearDateTimeField,org.joda.time.DateTimeConstants,org.joda.time.format.AbstractDurationFormatter,org.joda.time.format.DurationPrinter[],org.joda.time.tz.UTCProvider,org.joda.time.chrono.CopticDayOfMonthDateTimeField,org.joda.time.property.AbstractReadableInstantFieldProperty,org.joda.time.AbstractInterval,org.joda.time.tz.DateTimeZonePermission,org.joda.time.chrono.CopticChronology,org.joda.time.chrono.CopticChronology[],org.joda.time.MutableDateOnly,org.joda.time.field.DelegatedDurationField,org.joda.time.property.DateOnlyFieldProperty,org.joda.time.MutableTimeOnly
org.joda.time.chrono.GJMonthOfYearDateTimeField,5.0,6.0,Infinity,5.0,5.0,5.0,6.0,4.0,6.0,7.0,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,1.0,6.0,2.0,2.0,Infinity,2.0,Infinity,2.0,Infinity,Infinity,Infinity,Infinity,Infinity,0.0,Infinity,2.0,2.0,2.0,2.0,6.0,5.0,5.0,5.0,5.0,Infinity,Infinity,4.0,4.0,3.0,6.0,5.0,Infinity,4.0,Infinity,5.0,4.0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,Infinity,5.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,6.0,5.0,6.0,6.0,4.0,6.0,5.0,6.0,7.0,6.0,5.0,2.0,6.0,3.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,4.0,6.0,7.0,Infinity,5.0,6.0,Infinity,2.0,Infinity,5.0,5.0,6.0,Infinity,Infinity,Infinity,3.0,2.0,2.0,3.0,5.0,4.0,Infinity,5.0,5.0,2.0,Infinity,5.0,Infinity,6.0,2.0,7.0,4.0,Infinity,2.0,Infinity,4.0,Infinity,5.0,4.0
org.joda.time.chrono.GJLocaleSymbols,5.0,6.0,Infinity,5.0,5.0,5.0,6.0,4.0,6.0,7.0,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,1.0,6.0,1.0,2.0,Infinity,2.0,Infinity,2.0,Infinity,Infinity,Infinity,Infinity,Infinity,1.0,0.0,1.0,2.0,2.0,2.0,6.0,5.0,5.0,5.0,5.0,Infinity,Infinity,4.0,4.0,3.0,6.0,5.0,Infinity,4.0,Infinity,5.0,4.0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,Infinity,5.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,6.0,5.0,6.0,6.0,4.0,6.0,5.0,6.0,7.0,6.0,5.0,2.0,6.0,3.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,4.0,6.0,7.0,Infinity,5.0,6.0,Infinity,2.0,Infinity,5.0,5.0,6.0,Infinity,Infinity,Infinity,3.0,2.0,2.0,3.0,5.0,4.0,Infinity,5.0,5.0,2.0,Infinity,5.0,Infinity,6.0,2.0,7.0,4.0,Infinity,2.0,Infinity,4.0,Infinity,5.0,4.0
org.joda.time.chrono.GJDayOfWeekDateTimeField,5.0,6.0,Infinity,5.0,5.0,5.0,6.0,4.0,6.0,7.0,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,1.0,6.0,2.0,2.0,Infinity,2.0,Infinity,2.0,Infinity,Infinity,Infinity,Infinity,Infinity,2.0,Infinity,0.0,2.0,2.0,2.0,6.0,5.0,5.0,5.0,5.0,Infinity,Infinity,4.0,4.0,3.0,6.0,5.0,Infinity,4.0,Infinity,5.0,4.0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,Infinity,5.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,6.0,5.0,6.0,6.0,4.0,6.0,5.0,6.0,7.0,6.0,5.0,2.0,6.0,3.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,4.0,6.0,7.0,Infinity,5.0,6.0,Infinity,2.0,Infinity,5.0,5.0,6.0,Infinity,Infinity,Infinity,3.0,2.0,2.0,3.0,5.0,4.0,Infinity,5.0,5.0,2.0,Infinity,5.0,Infinity,6.0,2.0,7.0,4.0,Infinity,2.0,Infinity,4.0,Infinity,5.0,4.0
org.joda.time.chrono.GJDayOfYearDateTimeField,5.0,6.0,Infinity,5.0,5.0,5.0,6.0,4.0,6.0,7.0,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,1.0,6.0,2.0,2.0,Infinity,2.0,Infinity,2.0,Infinity,Infinity,Infinity,Infinity,Infinity,2.0,Infinity,2.0,0.0,2.0,2.0,6.0,5.0,5.0,5.0,5.0,Infinity,Infinity,4.0,4.0,3.0,6.0,5.0,Infinity,4.0,Infinity,5.0,4.0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,Infinity,5.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,6.0,5.0,6.0,6.0,4.0,6.0,5.0,6.0,7.0,6.0,5.0,2.0,6.0,3.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,4.0,6.0,7.0,Infinity,5.0,6.0,Infinity,2.0,Infinity,5.0,5.0,6.0,Infinity,Infinity,Infinity,3.0,2.0,2.0,3.0,5.0,4.0,Infinity,5.0,5.0,2.0,Infinity,5.0,Infinity,6.0,2.0,7.0,4.0,Infinity,2.0,Infinity,4.0,Infinity,5.0,4.0
org.joda.time.chrono.GJYearOfEraDateTimeField,5.0,6.0,Infinity,5.0,5.0,5.0,6.0,4.0,6.0,7.0,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,1.0,6.0,2.0,2.0,Infinity,2.0,Infinity,2.0,Infinity,Infinity,Infinity,Infinity,Infinity,2.0,Infinity,2.0,2.0,0.0,2.0,6.0,5.0,5.0,5.0,5.0,Infinity,Infinity,4.0,4.0,3.0,6.0,5.0,Infinity,4.0,Infinity,5.0,4.0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,Infinity,5.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,6.0,5.0,6.0,6.0,4.0,6.0,5.0,6.0,7.0,6.0,5.0,2.0,6.0,3.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,4.0,6.0,7.0,Infinity,5.0,6.0,Infinity,2.0,Infinity,5.0,5.0,6.0,Infinity,Infinity,Infinity,3.0,2.0,2.0,3.0,5.0,4.0,Infinity,5.0,5.0,2.0,Infinity,5.0,Infinity,6.0,2.0,7.0,4.0,Infinity,2.0,Infinity,4.0,Infinity,5.0,4.0
org.joda.time.chrono.GJDayOfMonthDateTimeField,5.0,6.0,Infinity,5.0,5.0,5.0,6.0,4.0,6.0,7.0,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,1.0,6.0,2.0,2.0,Infinity,2.0,Infinity,2.0,Infinity,Infinity,Infinity,Infinity,Infinity,2.0,Infinity,2.0,2.0,2.0,0.0,6.0,5.0,5.0,5.0,5.0,Infinity,Infinity,4.0,4.0,3.0,6.0,5.0,Infinity,4.0,Infinity,5.0,4.0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,Infinity,5.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,6.0,5.0,6.0,6.0,4.0,6.0,5.0,6.0,7.0,6.0,5.0,2.0,6.0,3.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,4.0,6.0,7.0,Infinity,5.0,6.0,Infinity,2.0,Infinity,5.0,5.0,6.0,Infinity,Infinity,Infinity,3.0,2.0,2.0,3.0,5.0,4.0,Infinity,5.0,5.0,2.0,Infinity,5.0,Infinity,6.0,2.0,7.0,4.0,Infinity,2.0,Infinity,4.0,Infinity,5.0,4.0
org.joda.time.ReadableInterval,4.0,5.0,Infinity,4.0,4.0,5.0,6.0,5.0,4.0,5.0,3.0,Infinity,Infinity,Infinity,Infinity,Infinity,6.0,6.0,7.0,7.0,Infinity,7.0,Infinity,7.0,Infinity,Infinity,Infinity,Infinity,Infinity,7.0,Infinity,7.0,7.0,7.0,7.0,0.0,1.0,1.0,4.0,3.0,Infinity,Infinity,5.0,6.0,6.0,6.0,4.0,Infinity,4.0,Infinity,3.0,2.0,4.0,6.0,6.0,5.0,4.0,4.0,3.0,Infinity,3.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,6.0,4.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,6.0,7.0,6.0,5.0,6.0,4.0,6.0,6.0,5.0,6.0,2.0,4.0,6.0,1.0,7.0,6.0,2.0,Infinity,5.0,4.0,Infinity,7.0,Infinity,1.0,3.0,6.0,Infinity,Infinity,Infinity,5.0,6.0,4.0,5.0,7.0,6.0,Infinity,6.0,7.0,7.0,Infinity,4.0,Infinity,6.0,7.0,5.0,1.0,Infinity,5.0,Infinity,3.0,Infinity,4.0,3.0
org.joda.time.MutableInterval,5.0,6.0,Infinity,5.0,5.0,6.0,7.0,6.0,5.0,6.0,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,7.0,7.0,8.0,8.0,Infinity,8.0,Infinity,8.0,Infinity,Infinity,Infinity,Infinity,Infinity,8.0,Infinity,8.0,8.0,8.0,8.0,1.0,0.0,2.0,5.0,4.0,Infinity,Infinity,6.0,7.0,7.0,7.0,5.0,Infinity,5.0,Infinity,4.0,3.0,5.0,7.0,7.0,6.0,5.0,5.0,4.0,Infinity,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,7.0,5.0,7.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,5.0,7.0,7.0,6.0,7.0,3.0,5.0,7.0,2.0,8.0,7.0,3.0,Infinity,6.0,5.0,Infinity,8.0,Infinity,2.0,4.0,7.0,Infinity,Infinity,Infinity,6.0,7.0,5.0,6.0,8.0,7.0,Infinity,7.0,8.0,8.0,Infinity,5.0,Infinity,7.0,8.0,6.0,1.0,Infinity,6.0,Infinity,4.0,Infinity,5.0,4.0
org.joda.time.Interval,5.0,6.0,Infinity,5.0,5.0,6.0,7.0,6.0,5.0,6.0,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,7.0,7.0,8.0,8.0,Infinity,8.0,Infinity,8.0,Infinity,Infinity,Infinity,Infinity,Infinity,8.0,Infinity,8.0,8.0,8.0,8.0,1.0,2.0,0.0,5.0,4.0,Infinity,Infinity,6.0,7.0,7.0,7.0,5.0,Infinity,5.0,Infinity,4.0,3.0,5.0,7.0,7.0,6.0,5.0,5.0,4.0,Infinity,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,7.0,5.0,7.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,5.0,7.0,7.0,6.0,7.0,3.0,5.0,7.0,2.0,8.0,7.0,3.0,Infinity,6.0,5.0,Infinity,8.0,Infinity,2.0,4.0,7.0,Infinity,Infinity,Infinity,6.0,7.0,5.0,6.0,8.0,7.0,Infinity,7.0,8.0,8.0,Infinity,5.0,Infinity,7.0,8.0,6.0,1.0,Infinity,6.0,Infinity,4.0,Infinity,5.0,4.0
org.joda.time.Duration,4.0,5.0,Infinity,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,Infinity,Infinity,Infinity,Infinity,Infinity,5.0,5.0,6.0,6.0,Infinity,6.0,Infinity,6.0,Infinity,Infinity,Infinity,Infinity,Infinity,6.0,Infinity,6.0,6.0,6.0,6.0,1.0,2.0,2.0,0.0,3.0,Infinity,Infinity,5.0,5.0,5.0,5.0,3.0,Infinity,3.0,Infinity,2.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,Infinity,3.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,5.0,4.0,5.0,3.0,4.0,2.0,1.0,5.0,3.0,3.0,3.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,6.0,3.0,3.0,Infinity,2.0,3.0,Infinity,6.0,Infinity,1.0,1.0,3.0,Infinity,Infinity,Infinity,5.0,5.0,4.0,4.0,3.0,5.0,Infinity,2.0,6.0,6.0,Infinity,1.0,Infinity,5.0,6.0,5.0,1.0,Infinity,4.0,Infinity,2.0,Infinity,4.0,2.0
org.joda.time.Instant,2.0,2.0,Infinity,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,Infinity,Infinity,Infinity,Infinity,Infinity,3.0,3.0,4.0,4.0,Infinity,4.0,Infinity,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,4.0,Infinity,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,Infinity,Infinity,2.0,3.0,3.0,3.0,2.0,Infinity,1.0,Infinity,2.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,Infinity,2.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,Infinity,3.0,2.0,Infinity,4.0,Infinity,2.0,2.0,4.0,Infinity,Infinity,Infinity,2.0,3.0,1.0,2.0,4.0,3.0,Infinity,3.0,4.0,4.0,Infinity,3.0,Infinity,3.0,4.0,2.0,1.0,Infinity,3.0,Infinity,2.0,Infinity,2.0,2.0
org.joda.time.field.UnsupportedDateTimeField,5.0,6.0,Infinity,4.0,5.0,5.0,6.0,4.0,6.0,7.0,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,3.0,2.0,3.0,3.0,Infinity,3.0,Infinity,3.0,Infinity,Infinity,Infinity,Infinity,Infinity,3.0,Infinity,3.0,3.0,3.0,3.0,6.0,5.0,5.0,5.0,5.0,0.0,Infinity,4.0,4.0,3.0,6.0,3.0,Infinity,4.0,Infinity,5.0,5.0,4.0,6.0,6.0,5.0,3.0,3.0,4.0,Infinity,6.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,3.0,4.0,6.0,6.0,4.0,6.0,5.0,3.0,7.0,5.0,5.0,3.0,3.0,3.0,6.0,4.0,6.0,3.0,3.0,6.0,6.0,1.0,4.0,5.0,6.0,6.0,4.0,6.0,7.0,Infinity,5.0,6.0,Infinity,3.0,Infinity,5.0,5.0,6.0,Infinity,Infinity,Infinity,4.0,3.0,3.0,3.0,5.0,4.0,Infinity,5.0,5.0,3.0,Infinity,5.0,Infinity,6.0,3.0,7.0,4.0,Infinity,3.0,Infinity,3.0,Infinity,4.0,3.0
org.joda.time.field.UnsupportedDurationField,5.0,6.0,Infinity,4.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,2.0,2.0,1.0,3.0,Infinity,3.0,Infinity,3.0,Infinity,Infinity,Infinity,Infinity,Infinity,3.0,Infinity,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,0.0,4.0,4.0,3.0,6.0,3.0,Infinity,4.0,Infinity,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,Infinity,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,3.0,4.0,6.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,6.0,4.0,6.0,3.0,3.0,6.0,6.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,Infinity,2.0,4.0,Infinity,3.0,Infinity,2.0,2.0,3.0,Infinity,1.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,Infinity,2.0,5.0,3.0,Infinity,2.0,Infinity,6.0,3.0,6.0,2.0,Infinity,2.0,Infinity,3.0,Infinity,4.0,3.0
org.joda.time.convert.ReadableInstantConverter,3.0,4.0,Infinity,3.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,Infinity,Infinity,Infinity,Infinity,Infinity,5.0,5.0,6.0,6.0,Infinity,6.0,Infinity,6.0,Infinity,Infinity,Infinity,Infinity,Infinity,6.0,Infinity,6.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,2.0,Infinity,Infinity,0.0,5.0,5.0,5.0,3.0,Infinity,3.0,Infinity,2.0,1.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,Infinity,2.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,5.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,6.0,5.0,5.0,Infinity,4.0,3.0,Infinity,6.0,Infinity,3.0,2.0,5.0,Infinity,Infinity,Infinity,4.0,5.0,3.0,4.0,6.0,1.0,Infinity,5.0,6.0,6.0,Infinity,3.0,Infinity,5.0,6.0,4.0,2.0,Infinity,4.0,Infinity,2.0,Infinity,3.0,2.0
org.joda.time.convert.AbstractConverter,4.0,5.0,Infinity,4.0,4.0,5.0,6.0,5.0,4.0,5.0,3.0,Infinity,Infinity,Infinity,Infinity,Infinity,6.0,6.0,7.0,7.0,Infinity,7.0,Infinity,7.0,Infinity,Infinity,Infinity,Infinity,Infinity,7.0,Infinity,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,3.0,Infinity,Infinity,1.0,0.0,6.0,6.0,4.0,Infinity,4.0,Infinity,3.0,2.0,4.0,6.0,6.0,5.0,4.0,4.0,3.0,Infinity,3.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,6.0,4.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,6.0,7.0,6.0,5.0,6.0,4.0,6.0,6.0,5.0,6.0,1.0,4.0,6.0,5.0,7.0,6.0,6.0,Infinity,5.0,4.0,Infinity,7.0,Infinity,4.0,3.0,6.0,Infinity,Infinity,Infinity,1.0,6.0,4.0,5.0,1.0,2.0,Infinity,1.0,1.0,7.0,Infinity,4.0,Infinity,6.0,7.0,5.0,3.0,Infinity,5.0,Infinity,3.0,Infinity,4.0,3.0
org.joda.time.chrono.ISOChronology,2.0,3.0,Infinity,2.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,Infinity,Infinity,Infinity,Infinity,Infinity,3.0,3.0,4.0,4.0,Infinity,4.0,Infinity,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,4.0,Infinity,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,Infinity,Infinity,1.0,1.0,0.0,3.0,2.0,Infinity,1.0,Infinity,2.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,Infinity,3.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,3.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,Infinity,2.0,3.0,Infinity,4.0,Infinity,2.0,2.0,3.0,Infinity,Infinity,Infinity,1.0,3.0,2.0,3.0,2.0,1.0,Infinity,2.0,2.0,4.0,Infinity,2.0,Infinity,3.0,4.0,4.0,1.0,Infinity,3.0,Infinity,1.0,Infinity,2.0,1.0
org.joda.time.convert.InstantConverter,2.0,3.0,Infinity,2.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,Infinity,Infinity,Infinity,Infinity,Infinity,4.0,4.0,5.0,5.0,Infinity,5.0,Infinity,5.0,Infinity,Infinity,Infinity,Infinity,Infinity,5.0,Infinity,5.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,1.0,Infinity,Infinity,1.0,4.0,4.0,0.0,2.0,Infinity,2.0,Infinity,1.0,1.0,2.0,5.0,4.0,4.0,2.0,2.0,1.0,Infinity,1.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,5.0,5.0,4.0,Infinity,4.0,2.0,Infinity,5.0,Infinity,3.0,2.0,5.0,Infinity,Infinity,Infinity,1.0,4.0,2.0,3.0,1.0,2.0,Infinity,4.0,1.0,5.0,Infinity,3.0,Infinity,4.0,5.0,3.0,2.0,Infinity,3.0,Infinity,2.0,Infinity,2.0,2.0
org.joda.time.chrono.LimitChronology,5.0,6.0,Infinity,5.0,5.0,6.0,7.0,6.0,5.0,6.0,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,7.0,7.0,8.0,8.0,Infinity,8.0,Infinity,8.0,Infinity,Infinity,Infinity,Infinity,Infinity,8.0,Infinity,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,4.0,Infinity,Infinity,6.0,7.0,7.0,7.0,0.0,Infinity,5.0,Infinity,4.0,3.0,5.0,7.0,7.0,6.0,5.0,5.0,4.0,Infinity,4.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,7.0,5.0,7.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,5.0,7.0,7.0,6.0,7.0,6.0,5.0,7.0,6.0,8.0,7.0,7.0,Infinity,6.0,5.0,Infinity,8.0,Infinity,5.0,4.0,7.0,Infinity,Infinity,Infinity,2.0,7.0,5.0,1.0,8.0,7.0,Infinity,7.0,8.0,8.0,Infinity,5.0,Infinity,7.0,8.0,6.0,4.0,Infinity,1.0,Infinity,4.0,Infinity,5.0,4.0
org.joda.time.field.DecoratedDateTimeField,4.0,5.0,Infinity,4.0,4.0,4.0,5.0,3.0,5.0,6.0,3.0,Infinity,Infinity,Infinity,Infinity,Infinity,2.0,5.0,3.0,3.0,Infinity,3.0,Infinity,3.0,1.0,1.0,Infinity,1.0,1.0,3.0,Infinity,3.0,3.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,Infinity,Infinity,3.0,3.0,2.0,5.0,1.0,0.0,3.0,Infinity,4.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,Infinity,5.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,6.0,5.0,4.0,3.0,5.0,1.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,6.0,Infinity,4.0,5.0,Infinity,3.0,Infinity,4.0,4.0,5.0,Infinity,Infinity,Infinity,3.0,3.0,3.0,2.0,4.0,3.0,Infinity,4.0,4.0,3.0,Infinity,4.0,Infinity,5.0,3.0,6.0,3.0,Infinity,2.0,Infinity,3.0,Infinity,4.0,3.0
